"","dateupdated","cnty_cod","county","totalcases","totalcaserate","hospitalization","totaldeaths","confirmedcases","probablecases","confirmeddeaths","probabledeaths"
"650",2020-06-13 00:00:00,"2","Hartford","11218","1257","52","1327","10564","654","1023","304"
"651",2020-06-13 00:00:00,"3","Litchfield","1442","796","3","136","1380","62","115","21"
"652",2020-06-13 00:00:00,"4","Middlesex","1229","755","11","171","1173","56","134","37"
"653",2020-06-13 00:00:00,"5","New Haven","12034","1403","63","1044","11653","381","895","149"
"654",2020-06-13 00:00:00,"6","New London","1236","463","6","101","1173","63","75","26"
"655",2020-06-13 00:00:00,"7","Tolland","888","588","0","62","817","71","48","14"
"656",2020-06-13 00:00:00,"8","Windham","465","397","2","14","458","7","13","1"
"657",2020-06-14 00:00:00,"1","Fairfield","16338","1731","70","1347","15717","621","1052","295"
"658",2020-06-14 00:00:00,"2","Hartford","11231","1258","52","1328","10573","658","1023","305"
"659",2020-06-14 00:00:00,"3","Litchfield","1441","796","3","135","1379","62","114","21"
"660",2020-06-14 00:00:00,"4","Middlesex","1233","758","9","171","1175","58","134","37"
"661",2020-06-14 00:00:00,"5","New Haven","12055","1406","63","1045","11671","384","896","149"
"662",2020-06-14 00:00:00,"6","New London","1240","465","6","102","1177","63","76","26"
"663",2020-06-14 00:00:00,"7","Tolland","888","588","0","62","817","71","48","14"
"664",2020-06-14 00:00:00,"8","Windham","467","399","0","14","460","7","13","1"
"665",2020-06-15 00:00:00,"1","Fairfield","16359","1733","70","1350","15738","621","1055","295"
"666",2020-06-15 00:00:00,"2","Hartford","11261","1261","48","1330","10601","660","1025","305"
"667",2020-06-15 00:00:00,"3","Litchfield","1443","797","3","135","1381","62","114","21"
"668",2020-06-15 00:00:00,"4","Middlesex","1235","759","8","171","1177","58","134","37"
"669",2020-06-15 00:00:00,"5","New Haven","12078","1408","64","1046","11695","383","897","149"
"670",2020-06-15 00:00:00,"6","New London","1276","478","7","102","1213","63","76","26"
"671",2020-06-15 00:00:00,"7","Tolland","888","588","0","62","817","71","48","14"
"672",2020-06-15 00:00:00,"8","Windham","469","401","1","14","462","7","13","1"
"673",2020-06-16 00:00:00,"1","Fairfield","16381","1736","68","1352","15757","624","1058","294"
"674",2020-06-16 00:00:00,"2","Hartford","11284","1264","42","1331","10619","665","1026","305"
"675",2020-06-16 00:00:00,"3","Litchfield","1444","797","5","135","1382","62","114","21"
"676",2020-06-16 00:00:00,"4","Middlesex","1241","763","7","171","1182","59","134","37"
"677",2020-06-16 00:00:00,"5","New Haven","12089","1410","60","1052","11706","383","903","149"
"678",2020-06-16 00:00:00,"6","New London","1285","482","3","101","1223","62","76","25"
"679",2020-06-16 00:00:00,"7","Tolland","889","589","0","63","818","71","49","14"
"680",2020-06-16 00:00:00,"8","Windham","471","402","1","14","464","7","13","1"
"681",2020-06-17 00:00:00,"1","Fairfield","16398","1737","64","1352","15773","625","1058","294"
"682",2020-06-17 00:00:00,"2","Hartford","11322","1268","37","1336","10653","669","1029","307"
"683",2020-06-17 00:00:00,"3","Litchfield","1447","799","7","135","1385","62","114","21"
"684",2020-06-17 00:00:00,"4","Middlesex","1246","766","7","172","1187","59","135","37"
"685",2020-06-17 00:00:00,"5","New Haven","12105","1411","56","1052","11722","383","903","149"
"686",2020-06-17 00:00:00,"6","New London","1288","483","4","101","1226","62","76","25"
"687",2020-06-17 00:00:00,"7","Tolland","892","591","0","64","821","71","50","14"
"688",2020-06-17 00:00:00,"8","Windham","472","403","1","14","465","7","13","1"
"689",2020-06-18 00:00:00,"1","Fairfield","16425","1740","66","1355","15801","624","1060","295"
"690",2020-06-18 00:00:00,"2","Hartford","11358","1272","35","1341","10690","668","1032","309"
"691",2020-06-18 00:00:00,"3","Litchfield","1448","800","5","135","1385","63","114","21"
"692",2020-06-18 00:00:00,"4","Middlesex","1254","771","8","172","1195","59","135","37"
"693",2020-06-18 00:00:00,"5","New Haven","12136","1415","52","1056","11751","385","905","151"
"694",2020-06-18 00:00:00,"6","New London","1203","451","5","101","1141","62","76","25"
"695",2020-06-18 00:00:00,"7","Tolland","893","592","0","64","823","70","50","14"
"696",2020-06-18 00:00:00,"8","Windham","567","485","1","14","560","7","13","1"
"697",2020-06-19 00:00:00,"1","Fairfield","16469","1745","53","1361","15841","628","1063","298"
"698",2020-06-19 00:00:00,"2","Hartford","11392","1276","35","1344","10726","666","1034","310"
"699",2020-06-19 00:00:00,"3","Litchfield","1467","810","3","135","1404","63","115","20"
"700",2020-06-19 00:00:00,"4","Middlesex","1258","773","9","172","1200","58","135","37"
"701",2020-06-19 00:00:00,"5","New Haven","12174","1420","46","1060","11786","388","908","152"
"702",2020-06-19 00:00:00,"6","New London","1209","453","3","101","1147","62","76","25"
"703",2020-06-19 00:00:00,"7","Tolland","895","593","0","64","825","70","50","14"
"704",2020-06-19 00:00:00,"8","Windham","575","491","1","14","568","7","13","1"
"705",2020-06-20 00:00:00,"1","Fairfield","16475","1746","53","1361","15847","628","1063","298"
"706",2020-06-20 00:00:00,"2","Hartford","11405","1278","44","1350","10738","667","1039","311"
"707",2020-06-20 00:00:00,"3","Litchfield","1467","810","1","135","1404","63","115","20"
"708",2020-06-20 00:00:00,"4","Middlesex","1259","774","9","174","1200","59","136","38"
"709",2020-06-20 00:00:00,"5","New Haven","12185","1421","37","1061","11798","387","909","152"
"710",2020-06-20 00:00:00,"6","New London","1217","456","4","101","1155","62","76","25"
"711",2020-06-20 00:00:00,"7","Tolland","895","593","0","64","825","70","50","14"
"712",2020-06-20 00:00:00,"8","Windham","579","495","1","14","572","7","13","1"
"713",2020-06-21 00:00:00,"1","Fairfield","16483","1746","51","1362","15854","629","1064","298"
"714",2020-06-21 00:00:00,"2","Hartford","11414","1279","39","1350","10743","671","1038","312"
"715",2020-06-21 00:00:00,"3","Litchfield","1467","810","1","135","1404","63","115","20"
"716",2020-06-21 00:00:00,"4","Middlesex","1259","774","8","174","1200","59","136","38"
"717",2020-06-21 00:00:00,"5","New Haven","12196","1422","37","1063","11805","391","911","152"
"718",2020-06-21 00:00:00,"6","New London","1214","455","3","101","1152","62","76","25"
"719",2020-06-21 00:00:00,"7","Tolland","895","593","0","64","825","70","50","14"
"720",2020-06-21 00:00:00,"8","Windham","584","499","1","14","577","7","13","1"
"721",2020-06-22 00:00:00,"1","Fairfield","16522","1751","46","1367","15892","630","1065","302"
"722",2020-06-22 00:00:00,"2","Hartford","11443","1282","39","1352","10775","668","1040","312"
"723",2020-06-22 00:00:00,"3","Litchfield","1469","811","1","136","1406","63","116","20"
"724",2020-06-22 00:00:00,"4","Middlesex","1272","782","10","177","1213","59","139","38"
"725",2020-06-22 00:00:00,"5","New Haven","12225","1425","38","1065","11836","389","915","150"
"726",2020-06-22 00:00:00,"6","New London","1221","458","3","102","1159","62","76","26"
"727",2020-06-22 00:00:00,"7","Tolland","898","595","0","64","828","70","50","14"
"728",2020-06-22 00:00:00,"8","Windham","587","502","1","14","580","7","13","1"
"729",2020-06-23 00:00:00,"1","Fairfield","16527","1751","47","1370","15896","631","1067","303"
"730",2020-06-23 00:00:00,"2","Hartford","11450","1283","28","1356","10782","668","1044","312"
"731",2020-06-23 00:00:00,"3","Litchfield","1469","811","1","136","1406","63","116","20"
"732",2020-06-23 00:00:00,"4","Middlesex","1273","783","8","179","1214","59","141","38"
"733",2020-06-23 00:00:00,"5","New Haven","12227","1426","37","1066","11838","389","916","150"
"734",2020-06-23 00:00:00,"6","New London","1221","458","2","102","1159","62","76","26"
"735",2020-06-23 00:00:00,"7","Tolland","898","595","0","64","828","70","50","14"
"736",2020-06-23 00:00:00,"8","Windham","588","502","1","14","581","7","13","1"
"737",2020-06-24 00:00:00,"1","Fairfield","16547","1753","46","1373","15914","633","1069","304"
"738",2020-06-24 00:00:00,"2","Hartford","11483","1286","25","1362","10806","677","1051","311"
"739",2020-06-24 00:00:00,"3","Litchfield","1469","811","1","136","1406","63","116","20"
"740",2020-06-24 00:00:00,"4","Middlesex","1277","785","8","179","1218","59","141","38"
"741",2020-06-24 00:00:00,"5","New Haven","12245","1428","39","1068","11852","393","918","150"
"742",2020-06-24 00:00:00,"6","New London","1219","457","2","102","1157","62","76","26"
"743",2020-06-24 00:00:00,"7","Tolland","899","596","0","64","829","70","50","14"
"744",2020-06-24 00:00:00,"8","Windham","595","508","1","14","586","9","13","1"
"745",2020-06-25 00:00:00,"1","Fairfield","16564","1755","46","1375","15931","633","1070","305"
"746",2020-06-25 00:00:00,"2","Hartford","11511","1289","25","1365","10835","676","1053","312"
"747",2020-06-25 00:00:00,"3","Litchfield","1471","812","1","136","1408","63","116","20"
"748",2020-06-25 00:00:00,"4","Middlesex","1282","788","8","182","1222","60","143","39"
"749",2020-06-25 00:00:00,"5","New Haven","12254","1429","45","1069","11862","392","919","150"
"750",2020-06-25 00:00:00,"6","New London","1223","458","1","102","1161","62","76","26"
"751",2020-06-25 00:00:00,"7","Tolland","904","599","0","64","834","70","50","14"
"752",2020-06-25 00:00:00,"8","Windham","598","511","1","14","591","7","13","1"
"753",2020-06-26 00:00:00,"1","Fairfield","16606","1759","35","1375","15968","638","1070","305"
"754",2020-06-26 00:00:00,"2","Hartford","11558","1295","24","1369","10882","676","1056","313"
"755",2020-06-26 00:00:00,"3","Litchfield","1482","818","1","136","1419","63","116","20"
"756",2020-06-26 00:00:00,"4","Middlesex","1287","791","9","182","1226","61","143","39"
"757",2020-06-26 00:00:00,"5","New Haven","12275","1431","35","1069","11881","394","919","150"
"758",2020-06-26 00:00:00,"6","New London","1241","465","1","102","1179","62","76","26"
"759",2020-06-26 00:00:00,"7","Tolland","906","600","0","64","836","70","50","14"
"760",2020-06-26 00:00:00,"8","Windham","599","512","1","14","592","7","13","1"
"761",2020-06-27 00:00:00,"1","Fairfield","16633","1762","32","1375","15995","638","1070","305"
"762",2020-06-27 00:00:00,"2","Hartford","11587","1298","27","1369","10912","675","1056","313"
"763",2020-06-27 00:00:00,"3","Litchfield","1482","818","1","136","1419","63","116","20"
"764",2020-06-27 00:00:00,"4","Middlesex","1292","794","8","183","1232","60","144","39"
"765",2020-06-27 00:00:00,"5","New Haven","12299","1434","33","1073","11905","394","923","150"
"766",2020-06-27 00:00:00,"6","New London","1244","466","2","102","1182","62","76","26"
"767",2020-06-27 00:00:00,"7","Tolland","910","603","0","64","840","70","50","14"
"768",2020-06-27 00:00:00,"8","Windham","605","517","0","14","598","7","13","1"
"769",2020-06-28 00:00:00,"1","Fairfield","16664","1766","32","1376","16025","639","1070","306"
"770",2020-06-28 00:00:00,"2","Hartford","11623","1302","26","1370","10950","673","1057","313"
"771",2020-06-28 00:00:00,"3","Litchfield","1487","821","0","136","1424","63","116","20"
"772",2020-06-28 00:00:00,"4","Middlesex","1295","796","6","183","1235","60","144","39"
"773",2020-06-28 00:00:00,"5","New Haven","12318","1436","33","1075","11924","394","925","150"
"774",2020-06-28 00:00:00,"6","New London","1255","470","2","102","1193","62","76","26"
"775",2020-06-28 00:00:00,"7","Tolland","909","602","0","64","839","70","50","14"
"776",2020-06-28 00:00:00,"8","Windham","606","518","0","14","599","7","13","1"
"777",2020-06-29 00:00:00,"1","Fairfield","16703","1770","37","1376","16064","639","1070","306"
"778",2020-06-29 00:00:00,"2","Hartford","11662","1306","28","1370","10987","675","1057","313"
"779",2020-06-29 00:00:00,"3","Litchfield","1490","823","0","137","1427","63","117","20"
"780",2020-06-29 00:00:00,"4","Middlesex","1305","802","3","184","1246","59","145","39"
"781",2020-06-29 00:00:00,"5","New Haven","12359","1441","27","1075","11965","394","925","150"
"782",2020-06-29 00:00:00,"6","New London","1268","475","3","102","1206","62","76","26"
"783",2020-06-29 00:00:00,"7","Tolland","913","605","0","64","843","70","50","14"
"784",2020-06-29 00:00:00,"8","Windham","610","521","0","14","603","7","13","1"
"785",2020-06-30 00:00:00,"1","Fairfield","16717","1771","31","1376","16078","639","1070","306"
"786",2020-06-30 00:00:00,"2","Hartford","11691","1310","32","1373","11013","678","1059","314"
"787",2020-06-30 00:00:00,"3","Litchfield","1490","823","0","137","1427","63","117","20"
"788",2020-06-30 00:00:00,"4","Middlesex","1304","802","7","185","1245","59","146","39"
"789",2020-06-30 00:00:00,"5","New Haven","12368","1442","28","1073","11978","390","926","147"
"790",2020-06-30 00:00:00,"6","New London","1268","475","2","102","1206","62","76","26"
"791",2020-06-30 00:00:00,"7","Tolland","913","605","0","64","843","70","50","14"
"792",2020-06-30 00:00:00,"8","Windham","612","523","0","14","605","7","13","1"
"793",2020-07-01 00:00:00,"1","Fairfield","16733","1773","31","1376","16094","639","1070","306"
"794",2020-07-01 00:00:00,"2","Hartford","11716","1312","33","1374","11041","675","1060","314"
"795",2020-07-01 00:00:00,"3","Litchfield","1492","824","1","137","1429","63","117","20"
"796",2020-07-01 00:00:00,"4","Middlesex","1311","806","6","185","1252","59","146","39"
"797",2020-07-01 00:00:00,"5","New Haven","12383","1444","28","1074","11995","388","927","147"
"798",2020-07-01 00:00:00,"6","New London","1273","477","2","102","1211","62","76","26"
"799",2020-07-01 00:00:00,"7","Tolland","915","606","0","64","845","70","50","14"
"800",2020-07-01 00:00:00,"8","Windham","612","523","0","14","605","7","13","1"
"801",2020-07-02 00:00:00,"1","Fairfield","16757","1775","31","1377","16119","638","1071","306"
"802",2020-07-02 00:00:00,"2","Hartford","11728","1314","27","1378","11050","678","1062","316"
"803",2020-07-02 00:00:00,"3","Litchfield","1494","825","1","137","1430","64","117","20"
"804",2020-07-02 00:00:00,"4","Middlesex","1308","804","5","186","1249","59","147","39"
"805",2020-07-02 00:00:00,"5","New Haven","12409","1447","27","1077","12022","387","927","150"
"806",2020-07-02 00:00:00,"6","New London","1277","479","4","102","1215","62","76","26"
"807",2020-07-02 00:00:00,"7","Tolland","915","606","0","64","846","69","50","14"
"808",2020-07-02 00:00:00,"8","Windham","616","526","0","14","609","7","13","1"
"809",2020-07-05 00:00:00,"1","Fairfield","16823","1782","25","1377","16186","637","1071","306"
"810",2020-07-05 00:00:00,"2","Hartford","11794","1321","24","1380","11115","679","1064","316"
"811",2020-07-05 00:00:00,"3","Litchfield","1504","830","1","137","1440","64","117","20"
"812",2020-07-05 00:00:00,"4","Middlesex","1321","812","3","186","1261","60","147","39"
"813",2020-07-05 00:00:00,"5","New Haven","12462","1453","14","1078","12072","390","928","150"
"814",2020-07-05 00:00:00,"6","New London","1296","486","1","102","1234","62","76","26"
"815",2020-07-05 00:00:00,"7","Tolland","925","613","0","64","856","69","50","14"
"816",2020-07-05 00:00:00,"8","Windham","624","533","1","14","617","7","13","1"
"817",2020-07-06 00:00:00,"1","Fairfield","16837","1784","26","1377","16200","637","1071","306"
"818",2020-07-06 00:00:00,"2","Hartford","11812","1323","30","1380","11133","679","1064","316"
"819",2020-07-06 00:00:00,"3","Litchfield","1508","833","1","137","1444","64","117","20"
"820",2020-07-06 00:00:00,"4","Middlesex","1320","811","5","186","1260","60","147","39"
"821",2020-07-06 00:00:00,"5","New Haven","12473","1454","18","1078","12084","389","928","150"
"822",2020-07-06 00:00:00,"6","New London","1304","489","1","102","1242","62","76","26"
"823",2020-07-06 00:00:00,"7","Tolland","925","613","0","64","857","68","50","14"
"824",2020-07-06 00:00:00,"8","Windham","627","536","2","14","620","7","13","1"
"825",2020-07-07 00:00:00,"1","Fairfield","16859","1786","34","1378","16220","639","1072","306"
"826",2020-07-07 00:00:00,"2","Hartford","11835","1326","29","1382","11155","680","1065","317"
"827",2020-07-07 00:00:00,"3","Litchfield","1509","833","0","137","1446","63","117","20"
"828",2020-07-07 00:00:00,"4","Middlesex","1331","818","8","187","1272","59","149","38"
"829",2020-07-07 00:00:00,"5","New Haven","12486","1456","13","1079","12097","389","929","150"
"830",2020-07-07 00:00:00,"6","New London","1308","490","3","102","1246","62","76","26"
"831",2020-07-07 00:00:00,"7","Tolland","926","614","0","64","857","69","50","14"
"832",2020-07-07 00:00:00,"8","Windham","626","535","1","14","619","7","13","1"
"833",2020-07-08 00:00:00,"1","Fairfield","16886","1789","32","1380","16245","641","1074","306"
"834",2020-07-08 00:00:00,"2","Hartford","11866","1329","31","1385","11185","681","1068","317"
"835",2020-07-08 00:00:00,"3","Litchfield","1510","834","1","137","1446","64","117","20"
"836",2020-07-08 00:00:00,"4","Middlesex","1334","820","6","187","1275","59","149","38"
"837",2020-07-08 00:00:00,"5","New Haven","12509","1459","17","1079","12119","390","929","150"
"838",2020-07-08 00:00:00,"6","New London","1319","494","3","102","1257","62","76","26"
"839",2020-07-08 00:00:00,"7","Tolland","928","615","0","64","859","69","50","14"
"840",2020-07-08 00:00:00,"8","Windham","630","538","0","14","622","8","13","1"
"841",2020-07-09 00:00:00,"1","Fairfield","16906","1791","25","1380","16265","641","1074","306"
"842",2020-07-09 00:00:00,"2","Hartford","11892","1332","28","1385","11212","680","1068","317"
"843",2020-07-09 00:00:00,"3","Litchfield","1510","834","1","137","1447","63","117","20"
"844",2020-07-09 00:00:00,"4","Middlesex","1335","821","5","187","1276","59","149","38"
"845",2020-07-09 00:00:00,"5","New Haven","12532","1461","15","1079","12142","390","929","150"
"846",2020-07-09 00:00:00,"6","New London","1322","496","3","102","1263","59","76","26"
"847",2020-07-09 00:00:00,"7","Tolland","928","615","0","64","859","69","50","14"
"848",2020-07-09 00:00:00,"8","Windham","632","540","0","14","625","7","13","1"
"849",2020-07-12 00:00:00,"1","Fairfield","16954","1796","23","1385","16309","645","1075","310"
"850",2020-07-12 00:00:00,"2","Hartford","11949","1339","18","1391","11268","681","1074","317"
"851",2020-07-12 00:00:00,"3","Litchfield","1512","835","1","139","1448","64","118","21"
"852",2020-07-12 00:00:00,"4","Middlesex","1340","824","5","187","1281","59","149","38"
"853",2020-07-12 00:00:00,"5","New Haven","12612","1471","23","1087","12221","391","936","151"
"854",2020-07-12 00:00:00,"6","New London","1328","498","4","101","1269","59","75","26"
"855",2020-07-12 00:00:00,"7","Tolland","935","620","0","65","865","70","50","15"
"856",2020-07-12 00:00:00,"8","Windham","636","543","0","14","629","7","13","1"
"857",2020-07-13 00:00:00,"1","Fairfield","16960","1797","22","1385","16317","643","1077","308"
"858",2020-07-13 00:00:00,"2","Hartford","11950","1339","18","1394","11269","681","1077","317"
"859",2020-07-13 00:00:00,"3","Litchfield","1512","835","1","138","1448","64","117","21"
"860",2020-07-13 00:00:00,"4","Middlesex","1341","824","2","187","1282","59","149","38"
"861",2020-07-13 00:00:00,"5","New Haven","12617","1471","20","1087","12226","391","937","150"
"862",2020-07-13 00:00:00,"6","New London","1334","500","3","102","1275","59","76","26"
"863",2020-07-13 00:00:00,"7","Tolland","935","620","0","65","867","68","51","14"
"864",2020-07-13 00:00:00,"8","Windham","638","545","0","14","631","7","13","1"
"865",2020-07-14 00:00:00,"1","Fairfield","16993","1800","18","1387","16350","643","1079","308"
"866",2020-07-14 00:00:00,"2","Hartford","11980","1342","20","1398","11299","681","1081","317"
"867",2020-07-14 00:00:00,"3","Litchfield","1517","838","0","138","1453","64","117","21"
"868",2020-07-14 00:00:00,"4","Middlesex","1346","827","4","188","1287","59","150","38"
"869",2020-07-14 00:00:00,"5","New Haven","12643","1474","22","1088","12252","391","938","150"
"870",2020-07-14 00:00:00,"6","New London","1339","502","3","102","1280","59","76","26"
"871",2020-07-14 00:00:00,"7","Tolland","937","621","0","65","869","68","51","14"
"872",2020-07-14 00:00:00,"8","Windham","639","546","0","14","632","7","13","1"
"873",2020-07-15 00:00:00,"1","Fairfield","17027","1804","20","1391","16385","642","1083","308"
"874",2020-07-15 00:00:00,"2","Hartford","12016","1346","20","1402","11337","679","1086","316"
"875",2020-07-15 00:00:00,"3","Litchfield","1520","839","0","138","1456","64","117","21"
"876",2020-07-15 00:00:00,"4","Middlesex","1351","830","3","189","1292","59","151","38"
"877",2020-07-15 00:00:00,"5","New Haven","12686","1479","19","1088","12296","390","938","150"
"878",2020-07-15 00:00:00,"6","New London","1345","504","4","102","1286","59","76","26"
"879",2020-07-15 00:00:00,"7","Tolland","937","621","0","65","869","68","51","14"
"880",2020-07-15 00:00:00,"8","Windham","642","549","0","14","635","7","13","1"
"881",2020-07-16 00:00:00,"1","Fairfield","17069","1808","21","1395","16426","643","1086","309"
"882",2020-07-16 00:00:00,"2","Hartford","12046","1349","19","1403","11366","680","1087","316"
"883",2020-07-16 00:00:00,"3","Litchfield","1523","841","0","138","1459","64","117","21"
"884",2020-07-16 00:00:00,"4","Middlesex","1357","834","3","189","1298","59","151","38"
"885",2020-07-16 00:00:00,"5","New Haven","12733","1485","20","1090","12340","393","938","152"
"886",2020-07-16 00:00:00,"6","New London","1347","505","3","102","1288","59","76","26"
"887",2020-07-16 00:00:00,"7","Tolland","939","622","0","65","871","68","51","14"
"888",2020-07-16 00:00:00,"8","Windham","651","556","0","14","644","7","13","1"
"889",2020-07-19 00:00:00,"1","Fairfield","17112","1813","22","1399","16466","646","1087","312"
"890",2020-07-19 00:00:00,"2","Hartford","12082","1353","14","1406","11403","679","1089","317"
"891",2020-07-19 00:00:00,"3","Litchfield","1524","841","0","138","1460","64","117","21"
"892",2020-07-19 00:00:00,"4","Middlesex","1359","835","3","189","1300","59","151","38"
"893",2020-07-19 00:00:00,"5","New Haven","12788","1491","14","1092","12396","392","940","152"
"894",2020-07-19 00:00:00,"6","New London","1356","508","1","102","1297","59","76","26"
"895",2020-07-19 00:00:00,"7","Tolland","948","628","0","65","880","68","51","14"
"896",2020-07-19 00:00:00,"8","Windham","652","557","0","15","645","7","14","1"
"897",2020-07-20 00:00:00,"1","Fairfield","17123","1814","20","1399","16477","646","1087","312"
"898",2020-07-20 00:00:00,"2","Hartford","12101","1356","18","1406","11424","677","1089","317"
"899",2020-07-20 00:00:00,"3","Litchfield","1525","842","1","138","1461","64","117","21"
"900",2020-07-20 00:00:00,"4","Middlesex","1361","837","4","189","1302","59","151","38"
"901",2020-07-20 00:00:00,"5","New Haven","12794","1492","18","1092","12404","390","942","150"
"902",2020-07-20 00:00:00,"6","New London","1357","509","1","102","1298","59","76","26"
"903",2020-07-20 00:00:00,"7","Tolland","946","627","0","65","878","68","51","14"
"904",2020-07-20 00:00:00,"8","Windham","653","558","0","15","646","7","14","1"
"905",2020-07-21 00:00:00,"1","Fairfield","17164","1819","22","1399","16508","656","1087","312"
"906",2020-07-21 00:00:00,"2","Hartford","12147","1361","17","1407","11458","689","1090","317"
"907",2020-07-21 00:00:00,"3","Litchfield","1530","845","2","138","1462","68","117","21"
"908",2020-07-21 00:00:00,"4","Middlesex","1362","837","2","188","1302","60","150","38"
"909",2020-07-21 00:00:00,"5","New Haven","12825","1495","18","1092","12422","403","942","150"
"910",2020-07-21 00:00:00,"6","New London","1364","511","1","102","1302","62","76","26"
"911",2020-07-21 00:00:00,"7","Tolland","946","627","0","65","880","66","51","14"
"912",2020-07-21 00:00:00,"8","Windham","655","560","1","15","648","7","14","1"
"913",2020-07-22 00:00:00,"1","Fairfield","17184","1821","26","1401","16529","655","1089","312"
"914",2020-07-22 00:00:00,"2","Hartford","12145","1360","17","1408","11455","690","1090","318"
"915",2020-07-22 00:00:00,"3","Litchfield","1530","845","2","138","1462","68","117","21"
"916",2020-07-22 00:00:00,"4","Middlesex","1360","836","2","188","1300","60","150","38"
"917",2020-07-22 00:00:00,"5","New Haven","12835","1497","23","1093","12433","402","943","150"
"918",2020-07-22 00:00:00,"6","New London","1352","507","1","102","1290","62","76","26"
"919",2020-07-22 00:00:00,"7","Tolland","937","621","0","65","871","66","51","14"
"920",2020-07-22 00:00:00,"8","Windham","655","560","1","15","648","7","14","1"
"921",2020-07-23 00:00:00,"1","Fairfield","17421","1846","23","1402","16777","644","1089","313"
"922",2020-07-23 00:00:00,"2","Hartford","12340","1382","19","1408","11685","655","1090","318"
"923",2020-07-23 00:00:00,"3","Litchfield","1560","861","0","138","1495","65","117","21"
"924",2020-07-23 00:00:00,"4","Middlesex","1365","839","3","188","1305","60","150","38"
"925",2020-07-23 00:00:00,"5","New Haven","12884","1502","25","1095","12480","404","944","151"
"926",2020-07-23 00:00:00,"6","New London","1362","511","0","102","1300","62","76","26"
"927",2020-07-23 00:00:00,"7","Tolland","964","639","0","65","900","64","51","14"
"928",2020-07-23 00:00:00,"8","Windham","658","562","1","15","651","7","14","1"
"929",2020-07-26 00:00:00,"1","Fairfield","17459","1850","19","1402","16805","654","1090","312"
"930",2020-07-26 00:00:00,"2","Hartford","12390","1388","14","1410","11731","659","1091","319"
"931",2020-07-26 00:00:00,"3","Litchfield","1568","866","0","138","1504","64","117","21"
"932",2020-07-26 00:00:00,"4","Middlesex","1373","844","6","189","1312","61","151","38"
"933",2020-07-26 00:00:00,"5","New Haven","12941","1509","19","1097","12535","406","946","151"
"934",2020-07-26 00:00:00,"6","New London","1373","515","0","102","1310","63","76","26"
"935",2020-07-26 00:00:00,"7","Tolland","969","642","0","65","906","63","51","14"
"936",2020-07-26 00:00:00,"8","Windham","668","571","1","15","660","8","14","1"
"937",2020-07-27 00:00:00,"1","Fairfield","17494","1854","18","1403","16840","654","1091","312"
"938",2020-07-27 00:00:00,"2","Hartford","12401","1389","12","1411","11741","660","1091","320"
"939",2020-07-27 00:00:00,"3","Litchfield","1570","867","1","138","1506","64","117","21"
"940",2020-07-27 00:00:00,"4","Middlesex","1374","845","3","189","1313","61","151","38"
"941",2020-07-27 00:00:00,"5","New Haven","12965","1512","18","1099","12561","404","949","150"
"942",2020-07-27 00:00:00,"6","New London","1382","518","0","103","1319","63","77","26"
"943",2020-07-27 00:00:00,"7","Tolland","972","644","0","65","909","63","51","14"
"944",2020-07-27 00:00:00,"8","Windham","674","576","2","15","666","8","14","1"
"945",2020-07-28 00:00:00,"1","Fairfield","17733","1879","19","1404","17087","646","1092","312"
"946",2020-07-28 00:00:00,"2","Hartford","12542","1405","14","1411","11905","637","1092","319"
"947",2020-07-28 00:00:00,"3","Litchfield","1593","880","2","138","1529","64","117","21"
"948",2020-07-28 00:00:00,"4","Middlesex","1375","845","4","189","1314","61","151","38"
"949",2020-07-28 00:00:00,"5","New Haven","12983","1514","12","1100","12578","405","950","150"
"950",2020-07-28 00:00:00,"6","New London","1387","520","1","103","1323","64","77","26"
"951",2020-07-28 00:00:00,"7","Tolland","1001","663","0","65","938","63","51","14"
"952",2020-07-28 00:00:00,"8","Windham","676","578","1","15","668","8","14","1"
"953",2020-07-29 00:00:00,"1","Fairfield","17786","1884","27","1406","17142","644","1094","312"
"954",2020-07-29 00:00:00,"2","Hartford","12561","1407","15","1411","11927","634","1092","319"
"955",2020-07-29 00:00:00,"3","Litchfield","1599","883","1","138","1535","64","117","21"
"956",2020-07-29 00:00:00,"4","Middlesex","1377","846","4","191","1316","61","153","38"
"957",2020-07-29 00:00:00,"5","New Haven","13013","1517","18","1101","12608","405","951","150"
"958",2020-07-29 00:00:00,"6","New London","1396","523","1","103","1333","63","77","26"
"959",2020-07-29 00:00:00,"7","Tolland","1011","670","0","66","948","63","52","14"
"960",2020-07-29 00:00:00,"8","Windham","685","585","0","15","677","8","14","1"
"961",2020-07-30 00:00:00,"1","Fairfield","17793","1885","28","1406","17147","646","1094","312"
"962",2020-07-30 00:00:00,"2","Hartford","12645","1416","12","1412","12008","637","1093","319"
"963",2020-07-30 00:00:00,"3","Litchfield","1597","882","3","138","1534","63","117","21"
"964",2020-07-30 00:00:00,"4","Middlesex","1377","846","5","191","1316","61","153","38"
"965",2020-07-30 00:00:00,"5","New Haven","13041","1521","19","1101","12636","405","951","150"
"966",2020-07-30 00:00:00,"6","New London","1402","526","2","103","1339","63","77","26"
"967",2020-07-30 00:00:00,"7","Tolland","1019","675","0","66","957","62","52","14"
"968",2020-07-30 00:00:00,"8","Windham","693","592","0","15","685","8","14","1"
"969",2020-08-02 00:00:00,"1","Fairfield","17870","1893","13","1408","17217","653","1096","312"
